mda_code,mda_name,mandate_description
119009080,461. FOREIGN MISSION: OTTAWA,"Nigeria's Foreign Mission in Ottawa, Canada, is a diplomatic mission representing Federal Republic of Nigeria in Canada. Located in Ottawa, Canada's capital, operating under Federal Ministry of Foreign Affairs. The mission manages Nigeria's relationship with G7 developed country and Commonwealth member. Substantial Nigerian diaspora (over 100,000) includes highly skilled professionals, students, permanent residents and refugees. Canada's immigration system attracts Nigerian doctors, engineers, IT professionals and academics. Many Nigerian students study in Canadian universities. Canada provides development assistance to Nigeria. Both countries are Commonwealth members and major oil producers. Canadian mining companies invest in Nigerian mineral sector. However, mission also handles irregular migration cases and asylum claims. Canada's multiculturalism policy creates welcoming environment. The mission facilitates skilled migration, protects large diaspora, promotes trade/investment, coordinates development cooperation and leverages Commonwealth connections.

**Core Mandate:** To represent Nigeria in Canada, facilitate skilled migration, protect large diaspora, promote trade/investment, coordinate development cooperation and leverage Commonwealth partnership.

**Statutory Functions:**
(a) Represent Federal Republic of Nigeria maintaining friendly relations with Canada
(b) Facilitate skilled Nigerian migration to Canada through official immigration channels
(c) Protect substantial Nigerian diaspora exceeding 100,000 including professionals and families
(d) Provide extensive consular services to Nigerian community across Canadian provinces
(e) Support Nigerian students in Canadian universities nationwide
(f) Promote Canadian investment in Nigerian mining, oil and gas sectors
(g) Coordinate Canadian development assistance to Nigeria
(h) Monitor Canadian immigration policies affecting Nigerian skilled workers
(i) Report to Federal Ministry of Foreign Affairs on Canada and North American issues
(j) Engage Commonwealth networks through Canada's active Commonwealth membership
(k) Issue passports and travel documents to large diaspora population
(l) Address asylum and refugee claims by Nigerian nationals in Canada
(m) Facilitate educational partnerships with Canadian universities and technical colleges
(n) Promote Nigerian exports to Canadian market
(o) Study Canada's multiculturalism model for Nigerian diversity management
(p) Liaise with Canadian federal and provincial governments on bilateral cooperation
(q) Coordinate with Commonwealth organizations and G7 on development matters
(r) Facilitate high-level visits and business delegations
(s) Promote diaspora engagement with Nigerian development initiatives
(t) Advance Nigeria's interests in skilled migration, Commonwealth cooperation and Canada's development assistance"
119009081,462. FOREIGN MISSION: OUAGADOUGOU,"Nigeria's Foreign Mission in Ouagadougou, Burkina Faso, is a diplomatic mission representing Federal Republic of Nigeria in Burkina Faso. Located in Ouagadougou, Burkina Faso's capital, operating under Federal Ministry of Foreign Affairs. The mission manages Nigeria's relationship with Sahel neighbor facing severe terrorism crisis. Burkina Faso under military government (2022 coups) battles jihadist insurgency from multiple groups including JNIM (al-Qaeda affiliate) and Islamic State affiliates controlling large territories. Over 2 million displaced by violence. Nigerian traders operate despite insecurity. Thomas Sankara's revolutionary legacy (1983-1987) remains influential. Both are ECOWAS members. French military presence ended. Russia's Wagner Group entered creating geopolitical competition. Burkina's crisis affects regional stability and Nigeria's Sahel security concerns. The mission monitors terrorism spillover risks, protects Nigerian traders, coordinates regional security, facilitates ECOWAS mediation and maintains presence despite deteriorating security.

**Core Mandate:** To represent Nigeria in Burkina Faso, monitor terrorism crisis, protect traders, coordinate Sahel security, support ECOWAS mediation and maintain presence despite severe insecurity.

**Statutory Functions:**
(a) Represent Federal Republic of Nigeria maintaining diplomatic presence in crisis-affected Burkina Faso
(b) Monitor severe jihadist insurgency threatening Burkina Faso's survival as state
(c) Protect Nigerian traders operating in increasingly dangerous environment
(d) Provide consular services despite deteriorating security conditions
(e) Assess terrorism spillover risks to Nigeria from Sahel jihadist expansion
(f) Report to Federal Ministry of Foreign Affairs on Burkina Faso crisis and Sahel security
(g) Support ECOWAS mediation efforts following military coups ending democracy
(h) Coordinate regional counterterrorism cooperation addressing shared threats
(i) Monitor humanitarian catastrophe with over 2 million displaced persons
(j) Issue emergency travel documents and facilitate evacuations when necessary
(k) Navigate Burkina's multiple military coups and political instability
(l) Monitor Russian Wagner Group activities replacing French military presence
(m) Assess Burkina's jihadist groups (JNIM, Islamic State) for Nigerian security implications
(n) Facilitate limited trade despite security crisis
(o) Liaise with Burkina Faso military government amid democratic backsliding
(p) Coordinate with ECOWAS, UN agencies and remaining diplomatic missions
(q) Operate mission under challenging security protocols
(r) Monitor regional geopolitical competition between France, Russia and others
(s) Support Burkina's counter-insurgency efforts through regional frameworks
(t) Advance Nigeria's interests in Sahel security, regional stability and ECOWAS crisis management despite Burkina Faso's near state collapse"
119009082,463. FOREIGN MISSION: PARIS,"Nigeria's Foreign Mission in Paris, France, is one of Nigeria's most important diplomatic missions representing Federal Republic of Nigeria in major European power. Located in Paris, France's capital and global cultural center, operating under Federal Ministry of Foreign Affairs. The mission manages Nigeria's relationship with France, permanent UN Security Council member and former colonial power in francophone West/Central Africa. Substantial Nigerian diaspora includes students, professionals and migrants. France is major EU power, G7 member and significant investor. French companies (Total Energies, Bolloré, Orange) invest heavily in Nigerian oil, ports and telecommunications. France provides development assistance and military training. However, France's dominant influence in francophone Africa creates complex dynamics with anglophone Nigeria competing for West African leadership. France supported Biafran secession historically creating tensions. Paris hosts major international organizations. The mission coordinates EU engagement through France, promotes trade/investment, protects diaspora, navigates francophone-anglophone regional dynamics and leverages France's global influence.

**Core Mandate:** To represent Nigeria in France, coordinate EU engagement, promote trade/investment, navigate francophone-anglophone dynamics, protect diaspora and leverage France's global influence.

**Statutory Functions:**
(a) Represent Federal Republic of Nigeria maintaining important relationship with France
(b) Navigate historical tensions from French support for Biafran secession during Nigeria's civil war
(c) Protect substantial Nigerian diaspora including students and professionals in France
(d) Provide extensive consular services to Nigerian community across French regions
(e) Promote French investment in Nigerian oil, infrastructure and telecommunications sectors
(f) Coordinate Nigeria's engagement with European Union through French EU leadership
(g) Navigate France's dominant influence in francophone West Africa competing with Nigerian anglophone leadership
(h) Monitor French political and economic developments
(i) Report to Federal Ministry of Foreign Affairs on France, EU and francophone Africa matters
(j) Support Nigerian students in French universities including prestigious grandes écoles
(k) Issue emergency travel documents to Nigerians
(l) Address irregular migration and asylum cases involving Nigerians in France
(m) Promote bilateral trade leveraging France's G7 economy
(n) Engage French development assistance programs in Nigeria
(o) Study France's francophone Africa relationships for Nigerian regional strategy
(p) Liaise with French government ministries on bilateral cooperation
(q) Coordinate with francophone African missions on regional dynamics
(r) Facilitate high-level state visits between Nigerian and French leadership
(s) Promote cultural exchanges leveraging Paris's cultural center status
(t) Advance Nigeria's interests in EU engagement, West African leadership and managing complex France relationship balancing cooperation with francophone-anglophone regional competition"
119009083,464. FOREIGN MISSION: PORT OF SPAIN,"Nigeria's Foreign Mission in Port of Spain, Trinidad and Tobago, is a diplomatic mission representing Federal Republic of Nigeria in Trinidad and Tobago with concurrent accreditation to eastern Caribbean nations. Located in Port of Spain, Trinidad's capital, operating under Federal Ministry of Foreign Affairs. The mission manages Nigeria's Caribbean engagement where oil-producing Trinidad shares petroleum industry connections with Nigeria. Historical African diaspora ties through transatlantic slavery connect populations. Trinidad's carnival culture and Nigeria's cultural vibrancy create artistic connections. Limited Nigerian community includes students and professionals. Both countries are Commonwealth members and oil producers. Trinidad hosts Caribbean Court of Justice and regional organizations. However, bilateral engagement remains limited despite potential. The mission coordinates CARICOM relations, promotes oil sector cooperation, maintains Commonwealth connections and facilitates limited trade while serving small diaspora.

**Core Mandate:** To represent Nigeria in Trinidad and Caribbean, coordinate CARICOM engagement, promote oil sector cooperation, maintain Commonwealth ties and serve limited diaspora.

**Statutory Functions:**
(a) Represent Federal Republic of Nigeria in Trinidad and Tobago with Caribbean concurrent accreditation
(b) Coordinate Nigeria's engagement with Caribbean Community (CARICOM) regional organization
(c) Promote oil sector cooperation between petroleum producers Nigeria and Trinidad
(d) Protect limited Nigerian community in Trinidad and concurrent Caribbean nations
(e) Provide consular services across eastern Caribbean accreditation area
(f) Leverage historical African diaspora connections from transatlantic slavery heritage
(g) Facilitate cultural exchanges linking Trinidad's carnival and Nigerian festivals
(h) Monitor Trinidad and Caribbean political and economic developments
(i) Report to Federal Ministry of Foreign Affairs on Caribbean and CARICOM matters
(j) Coordinate Commonwealth relations through Trinidad's active membership
(k) Issue emergency travel documents to Nigerians in region
(l) Promote bilateral trade from current minimal levels
(m) Study Trinidad's petroleum industry for Nigerian lessons
(n) Engage Caribbean Court of Justice and regional institutions in Port of Spain
(o) Facilitate educational cooperation with University of West Indies
(p) Liaise with Trinidad government and CARICOM secretariat
(q) Coordinate with Caribbean diplomatic missions on regional issues
(r) Facilitate limited high-level visits when opportunities arise
(s) Promote Africa-Caribbean cooperation leveraging diaspora heritage
(t) Advance Nigeria's interests in Caribbean engagement, oil cooperation and maintaining diplomatic presence across eastern Caribbean region"
119009115,"465. FOREIGN MISSION: PRAGUE, CZECH REPUBLIC","Nigeria's Foreign Mission in Prague, Czech Republic, is a diplomatic mission representing Federal Republic of Nigeria in Czech Republic. Located in Prague, Czech capital and Central European cultural center, operating under Federal Ministry of Foreign Affairs. The mission manages limited bilateral engagement with Eastern European EU member. Small Nigerian community includes students and business people attracted by affordable EU education. Czech Republic (former Czechoslovakia) transitioned from communism to democracy and EU membership. Some Nigerian students study in Czech universities. Limited Czech investment in Nigeria. Both countries cooperate through EU-Africa frameworks. Prague's central European location provides gateway to region. However, Czech Republic faces migration debates and some anti-immigrant sentiment. The mission protects limited diaspora, promotes educational cooperation, facilitates minimal trade and maintains diplomatic presence in Central Europe.

**Core Mandate:** To represent Nigeria in Czech Republic, protect limited diaspora, promote educational cooperation, coordinate EU engagement and maintain Central European presence.

**Statutory Functions:**
(a) Represent Federal Republic of Nigeria maintaining diplomatic relations with Czech Republic
(b) Protect limited Nigerian community including students and business people
(c) Provide consular services to Nigerians in Czech Republic
(d) Promote educational cooperation with Czech universities offering affordable EU education
(e) Facilitate minimal bilateral trade and investment
(6) Coordinate Nigeria's EU engagement through Czech EU membership
(g) Monitor Czech political and economic developments in post-communist context
(h) Report to Federal Ministry of Foreign Affairs on Czech Republic and Central Europe
(i) Address migration issues and anti-immigrant sentiment affecting Nigerians
(j) Issue emergency travel documents to Nigerians
(k) Study Czech transition from communism to democracy for governance lessons
(l) Facilitate Czech investment opportunities in Nigeria
(m) Promote Nigeria's image in Central Europe
(n) Liaise with Czech government on bilateral cooperation
(o) Coordinate with Central European missions on regional issues
(p) Facilitate limited diplomatic exchanges
(q) Support Nigerian students in Czech universities
(r) Address minimal commercial disputes
(s) Maintain diplomatic coverage in Central Europe
(t) Advance Nigeria's interests in EU engagement and Central European regional presence"
119009084,466. FOREIGN MISSION: PRETORIA,"Nigeria's Foreign Mission in Pretoria, South Africa, is one of Nigeria's most important but contentious diplomatic missions representing Federal Republic of Nigeria in South Africa. Located in Pretoria, South Africa's administrative capital, operating under Federal Ministry of Foreign Affairs. The mission manages complex relationship between Africa's two largest economies and continental rival powers. South Africa experiences periodic xenophobic violence specifically targeting Nigerian nationals, killing dozens and destroying Nigerian businesses. Nigerian traders dominate certain sectors angering South Africans facing unemployment. Rivalry exists over continental leadership, with Nigeria leading West Africa/ECOWAS while South Africa leads Southern Africa/SADC. Both compete for African Union influence. However, substantial economic complementarities exist. South African companies (MTN, Shoprite) invest heavily in Nigeria. The mission coordinates on xenophobia protection, manages continental rivalry, promotes economic cooperation, facilitates BRICS engagement and navigates Nigeria-South Africa tensions while maintaining Africa's two largest economies partnership.

**Core Mandate:** To represent Nigeria in South Africa, protect diaspora from xenophobic violence, manage continental rivalry, promote economic cooperation despite tensions and coordinate SADC-ECOWAS relations.

**Statutory Functions:**
(a) Represent Federal Republic of Nigeria managing complex relationship with continental rival South Africa
(b) Protect Nigerian diaspora from periodic xenophobic violence killing Nigerians and destroying businesses
(c) Coordinate emergency responses during xenophobic attacks requiring evacuations
(d) Provide extensive consular services to Nigerian community under threat
(e) Address murders, assaults and property destruction targeting Nigerian nationals
(f) Navigate Nigeria-South Africa rivalry over African continental leadership
(g) Promote substantial economic cooperation despite political tensions
(h) Monitor South African political developments including xenophobia drivers
(i) Report to Federal Ministry of Foreign Affairs on xenophobia and bilateral tensions
(j) Coordinate SADC-ECOWAS cooperation between regional powers
(k) Facilitate South African investment in Nigeria despite bilateral friction
(l) Address negative stereotyping of Nigerians in South African media
(m) Issue emergency travel documents during xenophobic crises
(n) Engage BRICS framework where both Nigeria (aspirant) and South Africa participate
(o) Negotiate with South African government on protecting Nigerian community
(p) Coordinate with law enforcement on preventing xenophobic attacks
(q) Liaise with South African government on continental leadership cooperation
(r) Facilitate high-level visits attempting to reduce tensions
(s) Promote people-to-people reconciliation and economic partnerships
(t) Advance Nigeria's interests in diaspora protection, continental leadership and maintaining complex partnership with Africa's other giant economy"
119009085,467. FOREIGN MISSION: PYONGYANG,"Nigeria's Foreign Mission in Pyongyang, North Korea, is a diplomatic mission representing Federal Republic of Nigeria in Democratic People's Republic of Korea. Located in Pyongyang, North Korea's capital, operating under Federal Ministry of Foreign Affairs. The mission maintains presence in one of world's most isolated authoritarian states under Kim dynasty (Kim Il-sung, Kim Jong-il, Kim Jong-un). Minimal Nigerian community exists given North Korea's extreme isolation. Limited historical cooperation from Cold War era. North Korea faces comprehensive UN sanctions for nuclear weapons program. The mission provides observation post for Korean Peninsula developments, maintains diplomatic coverage, coordinates minimal cooperation and represents Nigeria in isolated hermit kingdom. Operating under severe restrictions, surveillance and limited movement. Mission has symbolic presence demonstrating Nigeria's global diplomatic reach even to most isolated states.

**Core Mandate:** To represent Nigeria in North Korea, maintain diplomatic presence, observe Korean Peninsula developments and coordinate minimal cooperation despite extreme isolation.

**Statutory Functions:**
(a) Represent Federal Republic of Nigeria maintaining diplomatic presence in isolated North Korea
(b) Monitor North Korea's nuclear weapons program and Korean Peninsula security
(c) Protect virtually non-existent Nigerian community
(d) Provide limited consular services under extreme restrictions
(e) Observe North Korean political developments under Kim Jong-un dictatorship
(f) Report to Federal Ministry of Foreign Affairs on North Korea and Korean Peninsula
(g) Maintain minimal bilateral cooperation within UN sanctions constraints
(h) Monitor North Korea's weapons proliferation activities
(i) Operate under severe surveillance and movement restrictions
(j) Issue emergency travel documents if needed
(k) Coordinate on UN matters including sanctions compliance
(l) Maintain symbolic diplomatic presence in hermit kingdom
(m) Navigate North Korea's totalitarian control and information restrictions
(n) Monitor Korean reunification prospects and inter-Korean relations
(o) Liaise with North Korean government under difficult conditions
(p) Coordinate with limited diplomatic missions operating in Pyongyang
(q) Observe North Korea's economic system and humanitarian situation
(r) Maintain diplomatic channel despite minimal practical engagement
(s) Monitor North Korea's international relations and defiance of sanctions
(t) Advance Nigeria's interests in maintaining global diplomatic coverage and Korean Peninsula observation despite North Korea's extreme isolation"
119009086,468. FOREIGN MISSION: RABAT,"Nigeria's Foreign Mission in Rabat, Morocco, is a diplomatic mission representing Federal Republic of Nigeria in Kingdom of Morocco. Located in Rabat, Morocco's capital, operating under Federal Ministry of Foreign Affairs. The mission manages Nigeria's relationship with North African gateway to Europe and Arab world. Morocco is stable monarchy under King Mohammed VI with growing economy. Nigerian students study in Moroccan universities. Some Nigerian migrants transit Morocco attempting irregular entry to Europe creating migration issues. Morocco has agricultural expertise, phosphate wealth and tourism industry. Both countries are African Union members though Morocco rejoined only in 2017 after decades of absence over Western Sahara dispute. Morocco seeks African economic expansion competing with South Africa and Nigeria. Spanish enclaves Ceuta/Melilla make Morocco EU border. The mission addresses migration, promotes trade, coordinates AU engagement, protects students and facilitates Morocco's African integration while managing competition.

**Core Mandate:** To represent Nigeria in Morocco, manage irregular migration transit, promote trade, coordinate AU engagement, protect students and navigate Morocco's African integration and competition.

**Statutory Functions:**
(a) Represent Federal Republic of Nigeria maintaining diplomatic relations with Morocco
(b) Address irregular migration with Nigerians transiting Morocco attempting European entry
(c) Protect Nigerian students in Moroccan universities
(d) Provide consular services to Nigerian diaspora
(e) Promote bilateral trade and Moroccan investment in Nigeria
(f) Coordinate Nigeria-Morocco cooperation in African Union after Morocco's 2017 return
(g) Navigate Morocco's expanding African economic presence competing with Nigerian interests
(h) Monitor Morocco's political and economic developments
(i) Report to Federal Ministry of Foreign Affairs on Morocco and North Africa
(j) Address Nigerian migrants detained or stranded in Morocco
(k) Issue emergency travel documents to Nigerians
(l) Facilitate educational cooperation with Moroccan universities
(m) Study Morocco's agriculture and water management for Nigerian application
(n) Monitor Western Sahara dispute affecting AU dynamics
(o) Engage Morocco's gateway role to Europe and Arab world
(p) Liaise with Morocco government on migration management and bilateral cooperation
(q) Coordinate with Spanish and European missions on migration issues
(r) Facilitate high-level visits between North and West African powers
(s) Promote economic cooperation balancing collaboration with competition
(t) Advance Nigeria's interests in migration management, AU cooperation and engaging Morocco's African integration while protecting Nigerian continental leadership"
119009087,469. FOREIGN MISSION: RIYADH,"Nigeria's Foreign Mission in Riyadh, Saudi Arabia, is one of Nigeria's most important diplomatic missions representing Federal Republic of Nigeria in Kingdom of Saudi Arabia. Located in Riyadh, Saudi Arabia's capital, operating under Federal Ministry of Foreign Affairs. The mission coordinates Nigeria's relationship with Islam's birthplace and custodian of Mecca and Medina. Hundreds of thousands of Nigerian Muslims perform Hajj annually requiring massive coordination. Some Nigerian workers employed in Saudi Arabia. Saudi Arabia is major oil producer and OPEC member. Both countries cooperate in Organization of Islamic Cooperation. Saudi investment through sovereign wealth funds potential for Nigeria. However, Nigerian pilgrims face challenges including deaths, arrests and difficulties. Mission distinct from Jeddah Consulate focusing on Hajj. Riyadh handles political relations while Jeddah manages pilgrims. The mission coordinates Islamic cooperation, facilitates investments, protects workers and manages bilateral relations with Islamic world's most powerful state.

**Core Mandate:** To represent Nigeria in Saudi Arabia, coordinate Islamic cooperation, facilitate Hajj operations through Jeddah, promote investment, protect workers and manage relationship with Islam's center.

**Statutory Functions:**
(a) Represent Federal Republic of Nigeria maintaining crucial relationship with Saudi Arabia
(b) Coordinate overall Saudi-Nigeria relations on political level distinct from Jeddah's Hajj focus
(c) Facilitate Islamic cooperation through Organization of Islamic Cooperation
(d) Promote Saudi sovereign wealth fund investment in Nigerian economy
(e) Coordinate OPEC cooperation between major oil producers
(f) Protect Nigerian workers employed across Saudi Arabia
(g) Monitor Saudi political and economic developments under Crown Prince Mohammed bin Salman
(h) Report to Federal Ministry of Foreign Affairs on Saudi Arabia and Gulf region
(i) Coordinate with Jeddah Consulate on Hajj operations and pilgrim welfare
(j) Provide consular services to Nigerians in Riyadh region
(k) Issue emergency travel documents to Nigerians
(l) Facilitate bilateral cooperation on security and counter-terrorism
(m) Promote Nigerian exports to Saudi market
(n) Address labor rights issues affecting Nigerian workers
(o) Coordinate through OIC on Islamic world cooperation
(p) Study Saudi Arabia's Vision 2030 economic diversification for Nigerian lessons
(q) Liaise with Saudi government on political, economic and Islamic cooperation
(r) Coordinate with Gulf Cooperation Council countries on regional relations
(s) Facilitate high-level visits between Islamic powers
(t) Advance Nigeria's interests in Islamic cooperation, Hajj operations, OPEC coordination and Saudi investment attraction"
119009088,470. FOREIGN MISSION: ROME,"Nigeria's Foreign Mission in Rome, Italy, is a diplomatic mission representing Federal Republic of Nigeria in Italian Republic. Located in Rome, Italy's capital hosting UN food agencies (FAO, WFP, IFAD), operating under Federal Ministry of Foreign Affairs. The mission manages Nigeria's relationship with G7 member and major EU power. Substantial Nigerian diaspora includes migrants, students and professionals. Italy is major destination for Nigerian irregular migrants crossing Mediterranean creating contentious migration issues. Many Nigerian trafficking victims exploited in Italy. Rome hosts UN Food and Agriculture Organization, World Food Programme and agricultural agencies where Nigeria engages. Italian companies invest in Nigerian infrastructure. Both countries are Mediterranean partners through Rome's North African connections. The mission addresses highly contentious irregular migration and trafficking, coordinates UN food agency engagement, promotes trade/investment, protects diaspora and manages complex Italy relationship strained by migration.

**Core Mandate:** To represent Nigeria in Italy, manage contentious Mediterranean irregular migration, combat trafficking, coordinate UN food agencies, protect diaspora and promote cooperation despite migration tensions.

**Statutory Functions:**
(a) Represent Federal Republic of Nigeria maintaining strained relationship with Italy over migration
(b) Address highly contentious irregular migration with thousands of Nigerians crossing Mediterranean
(c) Combat trafficking in persons with Nigerian women exploited in Italian sex industry
(d) Protect substantial Nigerian diaspora facing discrimination and anti-immigrant sentiment
(e) Provide extensive consular services including to detained and trafficked Nigerians
(f) Coordinate Nigeria's engagement with UN food agencies headquartered in Rome (FAO, WFP, IFAD)
(g) Promote Italian investment in Nigerian infrastructure and manufacturing
(h) Monitor Italy's political developments and anti-immigration policies
(i) Report to Federal Ministry of Foreign Affairs on migration crisis and Italy-EU matters
(j) Address deportation flights and repatriation of Nigerian irregular migrants
(k) Issue emergency travel documents to stranded and detained Nigerians
(l) Facilitate voluntary return programs for Nigerian migrants
(m) Combat negative Nigerian stereotypes in Italian media linking migration and crime
(n) Support Nigerian students in Italian universities
(o) Engage Rome-based UN agencies on Nigerian agriculture and food security
(p) Liaise with Italian government on migration management and trafficking prevention
(q) Coordinate with EU agencies and Mediterranean countries on migration crisis
(r) Facilitate limited high-level visits amid migration tensions
(s) Promote legal migration pathways while combating irregular migration
(t) Advance Nigeria's interests in managing Mediterranean migration crisis, combating trafficking and engaging UN food agencies despite strained Italy relations"
119009091,471. FOREIGN MISSION: SÃO TOMÉ AND PRÍNCIPE,"Nigeria's Foreign Mission in São Tomé, São Tomé and Príncipe, is a diplomatic mission representing Federal Republic of Nigeria in Democratic Republic of São Tomé and Príncipe. Located in São Tomé city, capital of tiny Portuguese-speaking island nation, operating under Federal Ministry of Foreign Affairs. The mission manages Nigeria's relationship with Africa's second-smallest country (population 220,000) in Gulf of Guinea. São Tomé strategically located in Gulf of Guinea shares maritime boundaries with Nigeria. Oil exploration in Joint Development Zone between both countries creates economic cooperation. Nigerian traders and workers present on islands. Both countries cooperate on Gulf of Guinea maritime security. Portuguese colonial legacy creates language challenges. São Tomé's small size but strategic location makes mission important for maritime boundaries and oil development. The mission coordinates oil sector cooperation, promotes maritime security, manages Joint Development Zone and maintains presence in strategically located micro-state.

**Core Mandate:** To represent Nigeria in São Tomé and Príncipe, coordinate Joint Development Zone oil operations, manage maritime boundaries, promote Gulf of Guinea security and maintain island nation relations.

**Statutory Functions:**
(a) Represent Federal Republic of Nigeria in tiny island nation São Tomé and Príncipe
(b) Coordinate Nigeria-São Tomé Joint Development Zone oil exploration and production
(c) Manage maritime boundary agreements and offshore oil block development
(d) Protect Nigerian traders and workers on São Tomé islands
(e) Provide consular services to limited Nigerian community
(f) Promote Gulf of Guinea maritime security cooperation
(g) Navigate Portuguese language requirements
(h) Monitor São Tomé political and economic developments
(i) Report to Federal Ministry of Foreign Affairs on São Tomé and maritime issues
(j) Coordinate through Gulf of Guinea Commission
(k) Issue emergency travel documents to Nigerians
(l) Facilitate bilateral trade with micro-state
(m) Address oil revenue sharing from Joint Development Zone
(n) Monitor São Tomé's political stability affecting oil operations
(o) Promote Nigerian investment in São Tomé economy
(p) Liaise with São Tomé government on maritime and oil cooperation
(q) Coordinate with lusophone African missions
(r) Facilitate limited diplomatic exchanges
(s) Promote regional maritime security initiatives
(t) Advance Nigeria's interests in Joint Development Zone oil production, maritime boundaries and Gulf of Guinea security through strategic island nation"
119009092,472. FOREIGN MISSION: SEOUL,"Nigeria's Foreign Mission in Seoul, South Korea, is a diplomatic mission representing Federal Republic of Nigeria in Republic of Korea. Located in Seoul, South Korea's capital and Asian economic powerhouse, operating under Federal Ministry of Foreign Affairs. The mission manages Nigeria's relationship with Asia's advanced economy and technological leader. Growing Nigerian student population attracted by quality education and scholarships. South Korean companies (Samsung, LG, Hyundai) invest in Nigerian telecommunications, manufacturing and infrastructure. South Korea's rapid development from poverty to prosperity (Han River Miracle) provides development model for Nigeria. K-pop cultural influence growing globally. Both countries cooperate on development and trade. South Korea provides development assistance and technical cooperation. The mission promotes investment, protects students, facilitates technology transfer, learns from Korean development success and coordinates South-South cooperation with advanced developing country graduate.

**Core Mandate:** To represent Nigeria in South Korea, promote investment and technology transfer, protect students, learn from Korean development miracle and facilitate economic cooperation.

**Statutory Functions:**
(a) Represent Federal Republic of Nigeria maintaining growing relationship with South Korea
(b) Promote South Korean investment in Nigerian telecommunications, manufacturing and infrastructure
(c) Protect growing Nigerian student population in Korean universities
(d) Provide consular services to Nigerians in South Korea
(e) Facilitate technology transfer from Korean companies to Nigerian economy
(f) Learn from South Korea's remarkable development from poverty to prosperity (Han River Miracle)
(g) Promote Samsung, LG, Hyundai and other Korean corporate investments in Nigeria
(h) Monitor South Korean political and economic developments
(i) Report to Federal Ministry of Foreign Affairs on South Korea and lessons for Nigerian development
(j) Coordinate South Korean development assistance and technical cooperation to Nigeria
(k) Issue emergency travel documents to Nigerians
(l) Study Korea's industrialization strategy for Nigerian economic transformation
(m) Facilitate educational partnerships with Korean universities and technical institutes
(n) Promote bilateral trade addressing trade imbalance favoring Korea
(o) Engage Korean companies on manufacturing partnerships and job creation in Nigeria
(p) Liaise with South Korean government on investment and cooperation
(q) Coordinate with Asian missions on regional economic integration
(r) Facilitate high-level visits and business delegations
(s) Study Korean innovation and technology policies
(t) Advance Nigeria's strategic interests in Korean investment, technology transfer and learning from Asian development success story"
119009093,473. FOREIGN MISSION: SHANGHAI,"Nigeria's Consulate General in Shanghai, China, is a consular mission representing Federal Republic of Nigeria in China's commercial capital and economic powerhouse. Located in Shanghai, China's largest city and financial center, operating under Federal Ministry of Foreign Affairs and Embassy in Beijing. The mission serves Nigerian business community in Shanghai financial district and Yangtze River Delta manufacturing hub. Some Nigerian traders operate in Shanghai markets. Mission focuses on commercial services, investment facilitation and business partnerships distinct from Beijing's political diplomacy. Shanghai hosts major Chinese corporations, financial institutions and international businesses. Yangtze Delta is China's manufacturing heartland producing Nigerian imports. The mission promotes Nigeria-China trade, facilitates Shanghai investment in Nigeria, supports Nigerian businesses and provides consular services in commercial capital separate from diplomatic capital Beijing.

**Core Mandate:** To provide consular services in Shanghai, facilitate commercial partnerships, promote trade/investment, support Nigerian businesses and serve China's commercial capital.

**Statutory Functions:**
(a) Provide consular services to Nigerians in Shanghai and Yangtze River Delta region
(b) Issue and renew Nigerian passports for diaspora and business visitors
(c) Facilitate commercial partnerships between Nigerian and Shanghai businesses
(d) Promote Shanghai financial sector investment in Nigerian economy
(e) Support Nigerian traders and businesspeople in Shanghai markets
(f) Coordinate with Beijing embassy on policy while focusing on commercial matters
(g) Monitor Shanghai's economic developments and business opportunities
(h) Report to Beijing embassy on commercial and consular matters in region
(i) Facilitate Nigerian exports through Shanghai port and markets
(j) Issue emergency travel documents to Nigerians
(k) Promote Nigerian participation in Shanghai trade fairs and exhibitions
(l) Engage Yangtze Delta manufacturers on partnerships and sourcing
(m) Provide business documentation and notarial services
(n) Address commercial disputes involving Nigerian traders
(o) Liaise with Shanghai municipal authorities on business matters
(p) Coordinate with Chinese businesses on investment in Nigeria
(q) Facilitate business delegations and commercial visits
(r) Promote Nigeria's trade interests in China's commercial hub
(s) Support Nigerian companies establishing Shanghai presence
(t) Advance Nigeria's commercial interests in China's financial capital and manufacturing heartland"
