mda_code,mda_name,mandate_description
119009047,428. FOREIGN MISSION: JAKARTA,"Nigeria's Foreign Mission in Jakarta, Indonesia, is a diplomatic mission representing Federal Republic of Nigeria in Republic of Indonesia. Located in Jakarta, Indonesia's capital and Southeast Asian megacity, operating under Federal Ministry of Foreign Affairs. The mission manages Nigeria's relationship with world's largest Muslim-majority country and fourth most populous nation. Both Nigeria and Indonesia are developing countries, major oil producers, and leaders in Muslim world. Indonesian experience with democracy, Islamic moderation and economic development interests Nigeria. Some Nigerian students study in Indonesian universities. Both countries cooperate in Organization of Islamic Cooperation, D-8 developing countries, and Non-Aligned Movement. Indonesia is ASEAN leader providing Nigeria gateway to Southeast Asian market. Palm oil competition exists as both produce palm oil. The mission promotes South-South cooperation, Islamic partnership and economic ties between continental giants.

**Core Mandate:** To represent Nigeria's interests in Indonesia, promote South-South cooperation between continental powers, facilitate Islamic partnership, learn from Indonesian development and advance bilateral ties.

**Statutory Functions:**
(a) Represent Federal Republic of Nigeria maintaining strategic partnership with Indonesia
(b) Promote bilateral cooperation between Africa's and Asia's largest Muslim nations
(c) Protect rights and interests of limited Nigerian community including students
(d) Provide consular services to Nigerians in Indonesia
(e) Learn from Indonesia's democratic transition and Islamic moderation
(f) Facilitate economic cooperation between developing country giants
(g) Implement Nigeria's Southeast Asian and Islamic world engagement
(h) Monitor Indonesian political, economic and Islamic developments
(i) Report to Federal Ministry of Foreign Affairs on Indonesia and lessons for Nigeria
(j) Coordinate Nigeria-Indonesia cooperation in OIC, D-8 and NAM
(k) Promote access to ASEAN market through Indonesia
(l) Provide assistance to Nigerian students in Indonesian universities
(m) Issue emergency travel documents to Nigerians
(n) Address palm oil competition while seeking cooperation opportunities
(o) Study Indonesia's approach to Islamic governance and pluralism
(p) Liaise with Indonesian government on bilateral cooperation
(q) Coordinate with ASEAN embassies and OIC missions in Jakarta
(r) Facilitate high-level visits between African and Asian continental leaders
(s) Promote cooperation in UN, OIC, NAM and developing countries forums
(t) Advance Nigeria's interests in South-South cooperation, Islamic partnership and learning from successful large Muslim democracy"
119009048,429. FOREIGN MISSION: JEDDAH,"Nigeria's Consulate General in Jeddah, Saudi Arabia, is a critical consular mission representing Federal Republic of Nigeria in Saudi Arabia's commercial capital. Located in Jeddah on Red Sea coast, operating under Federal Ministry of Foreign Affairs alongside Embassy in Riyadh. Jeddah is gateway to Mecca and Medina making it crucial for Nigerian pilgrims performing Hajj and Umrah. Hundreds of thousands of Nigerian Muslims visit Saudi Arabia annually for pilgrimage. The mission provides essential consular services to massive pilgrim flows, addresses deaths and medical emergencies during Hajj, and protects Nigerian workers in Saudi Arabia. Some Nigerians work in Saudi Arabia facing labor rights issues. Jeddah also hosts Nigerian students at Islamic universities. The mission's primary focus is pilgrim welfare, consular services to large temporary populations, and protecting Nigerian workers rather than political diplomacy handled by Riyadh embassy.

**Core Mandate:** To provide consular services to hundreds of thousands of Nigerian pilgrims, protect pilgrim welfare, assist Nigerian workers, facilitate Hajj operations and handle emergencies.

**Statutory Functions:**
(a) Provide critical consular services to massive Nigerian pilgrim population during Hajj and Umrah
(b) Coordinate with Saudi authorities on Nigerian pilgrims' welfare and logistics
(c) Handle deaths, medical emergencies and accidents involving Nigerian pilgrims
(4) Issue emergency travel documents to pilgrims losing documents
(e) Protect rights of Nigerian workers in Saudi Arabia facing labor exploitation
(f) Assist Nigerian workers facing arrest, detention or deportation
(g) Coordinate with Nigerian Hajj Commission on pilgrimage operations
(h) Register Nigerian citizens residing in Jeddah region
(i) Report to Riyadh embassy on consular, pilgrim and labor issues
(j) Provide 24-hour emergency services during Hajj season
(k) Address cases of missing pilgrims during Hajj
(l) Handle repatriation of deceased Nigerian pilgrims
(m) Facilitate medical treatment for sick pilgrims
(n) Liaise with Saudi authorities in Makkah Province on pilgrim matters
(o) Coordinate with Nigerian state pilgrim boards operating during Hajj
(p) Provide welfare assistance to distressed pilgrims
(q) Address commercial disputes involving Nigerian traders
(r) Support Nigerian students at Jeddah Islamic universities
(s) Coordinate with Makkah and Madinah authorities on pilgrim security
(t) Advance Nigeria's interests in facilitating safe, smooth Hajj operations for millions of Nigerian Muslims"
119009049,430. FOREIGN MISSION: JOHANNESBURG,"Nigeria's Consulate General in Johannesburg, South Africa, is one of Nigeria's most important consular missions representing Federal Republic of Nigeria in South Africa's economic capital. Located in Johannesburg, Africa's economic powerhouse and financial center, operating under Federal Ministry of Foreign Affairs alongside Embassy in Pretoria. Johannesburg hosts large Nigerian diaspora including traders, students, professionals and families. However, Nigeria-South Africa relations are complicated by xenophobic attacks targeting Nigerian nationals, business rivalry between African giants, and competing continental leadership. Periodic xenophobic violence has killed Nigerians and destroyed Nigerian businesses. Nigerian traders dominate certain commercial sectors angering South Africans. Both countries are Africa's largest economies with natural rivalry. The mission's critical role involves protecting Nigerian community from violence, providing emergency services during xenophobic attacks, addressing commercial disputes and managing complex bilateral tensions.

**Core Mandate:** To protect large Nigerian diaspora from xenophobic violence, provide emergency consular services, address commercial disputes, manage complex Nigeria-South Africa relations and defend Nigerian interests in African economic capital.

**Statutory Functions:**
(a) Provide consular services to large Nigerian community in South Africa's economic center
(b) Protect Nigerian diaspora from periodic xenophobic attacks and violence
(c) Issue and renew Nigerian passports for substantial diaspora population
(d) Provide emergency assistance during xenophobic violence targeting Nigerians
(e) Coordinate evacuations of Nigerian nationals during severe xenophobic attacks
(f) Support Nigerian traders whose businesses are destroyed in xenophobic violence
(g) Register Nigerian citizens in Johannesburg and surrounding provinces
(h) Report to Pretoria embassy on consular issues, xenophobia and commercial matters
(i) Address murders and assaults of Nigerian nationals
(j) Liaise with South African police on protecting Nigerian community
(k) Coordinate with Gauteng provincial government on Nigerian community issues
(l) Provide assistance to Nigerian traders facing harassment
(m) Issue emergency travel documents during xenophobic crises
(n) Handle death, injury and property destruction cases
(o) Support Nigerian businesses targeted in attacks
(p) Address commercial disputes between Nigerian traders and South Africans
(q) Provide welfare assistance to distressed Nigerians
(r) Coordinate with South African authorities on community security
(s) Navigate complex Nigeria-South Africa rivalry affecting diaspora
(t) Defend Nigerian community interests while managing continental giants' difficult relationship in Africa's economic hub"
119009110,# NIGERIAN FEDERAL AGENCY MANDATES: AGENCIES 380-400 (FOREIGN MISSIONS),"**MDA Code:** 119009110

Nigeria's Foreign Mission in Abu Dhabi, United Arab Emirates, is a diplomatic mission representing Federal Republic of Nigeria in UAE. Located in Abu Dhabi, UAE's capital and political center, operating under Federal Ministry of Foreign Affairs. The mission manages Nigeria's strategic relationship with UAE, major oil-producing nation and Middle East economic powerhouse. UAE is significant investor in Nigeria across oil and gas, aviation, real estate, and infrastructure sectors. Emirates Airlines operates extensive Nigerian routes. UAE hosts substantial Nigerian diaspora including businesspeople, students and professionals. The mission facilitates Nigeria's engagement with UAE sovereign wealth funds, coordinates on OPEC matters, and promotes investment attraction. Abu Dhabi hosts numerous international organizations and serves as diplomatic hub for Middle East region.

**Core Mandate:** To represent Nigeria's interests in UAE, promote bilateral relations focusing on investment and energy cooperation, protect Nigerian citizens and advance foreign policy objectives in Middle East.

**Statutory Functions:**
(a) Represent Federal Republic of Nigeria maintaining diplomatic relations with UAE government
(b) Promote bilateral political, economic and energy cooperation between Nigeria and UAE
(c) Protect rights and interests of Nigerian citizens in UAE
(d) Provide consular services including passport services, visa processing and citizen registration
(e) Promote UAE investment in Nigerian oil and gas, aviation, real estate and infrastructure sectors
(f) Facilitate partnerships between Nigerian businesses and UAE companies and sovereign wealth funds
(g) Implement Nigeria's foreign policy objectives in Middle East and Gulf region
(h) Monitor political, economic and energy sector developments in UAE
(i) Report to Federal Ministry of Foreign Affairs on UAE developments affecting Nigeria
(j) Coordinate Nigeria-UAE cooperation within OPEC on oil production and pricing
(k) Promote educational and cultural exchanges between Nigeria and UAE
(l) Provide assistance to distressed Nigerian citizens including those facing legal issues
(m) Issue emergency travel documents to Nigerians
(n) Facilitate educational opportunities for Nigerian students in UAE universities
(o) Promote Nigeria's investment opportunities to UAE sovereign wealth funds and investors
(p) Liaise with UAE federal and Abu Dhabi emirate government authorities
(q) Coordinate with international organizations and diplomatic missions in Abu Dhabi
(r) Facilitate high-level visits between Nigerian and UAE leadership
(s) Promote cooperation on security, counter-terrorism financing and intelligence sharing
(t) Advance Nigeria's interests in Arab League, Islamic Cooperation Organization and multilateral forums"
119009002,382. FOREIGN MISSION: ACCRA,"Nigeria's Foreign Mission in Accra, Ghana, is a diplomatic mission representing Federal Republic of Nigeria in Ghana, one of Nigeria's most important bilateral relationships in West Africa. Located in Accra, Ghana's capital, operating under Federal Ministry of Foreign Affairs. Nigeria-Ghana relations date to both countries' independence with deep historical, cultural and economic ties. Nigeria played crucial role supporting Ghana's independence and post-independence development. Both countries are ECOWAS founding members cooperating extensively on regional integration. However, relations have experienced tensions over treatment of Nigerian traders in Ghana, periodic expulsions, and business competition. The mission serves very large Nigerian diaspora including major trading community at Accra's markets. Both countries share borders through maritime boundaries in Gulf of Guinea.

**Core Mandate:** To represent Nigeria's interests in Ghana, promote bilateral relations, protect large Nigerian diaspora community and advance regional integration objectives in West Africa.

**Statutory Functions:**
(a) Represent Federal Republic of Nigeria maintaining diplomatic relations with Ghana government
(b) Promote and strengthen bilateral political, economic and cultural relations between Nigeria and Ghana
(c) Protect rights, interests and welfare of large Nigerian community in Ghana including traders
(d) Provide consular services to substantial Nigerian diaspora population
(e) Promote bilateral trade addressing trade disputes and protecting Nigerian business interests
(f) Facilitate business partnerships and address commercial disputes between Nigerian and Ghanaian entities
(g) Implement Nigeria's foreign policy priorities in West Africa
(h) Monitor political, economic and social developments in Ghana
(i) Report on Ghana developments and Nigeria-Ghana relations to Federal Ministry of Foreign Affairs
(j) Coordinate Nigeria-Ghana cooperation within ECOWAS on regional integration initiatives
(k) Promote cultural exchanges leveraging shared historical and cultural ties
(l) Provide assistance to distressed Nigerians including those facing harassment or legal issues
(m) Issue emergency travel documents during periodic tensions or expulsions
(n) Facilitate educational cooperation between Nigerian and Ghanaian universities
(o) Promote Nigeria's positive image countering negative stereotypes about Nigerians in Ghana
(p) Liaise with Ghana government on protecting Nigerian citizens' rights and business interests
(q) Mediate disputes between Nigerian community and Ghanaian authorities or citizens
(r) Facilitate high-level diplomatic visits and presidential summits
(s) Promote cooperation on Gulf of Guinea security, illegal migration and border management
(t) Advance Nigeria's leadership role in ECOWAS and West African regional affairs"
119009003,383. FOREIGN MISSION: ADDIS ABABA,"Nigeria's Foreign Mission in Addis Ababa, Ethiopia, is a diplomatic mission representing Federal Republic of Nigeria in Ethiopia with concurrent accreditation to Djibouti. Located in Addis Ababa, Ethiopia's capital and Africa's diplomatic capital hosting African Union headquarters and UN Economic Commission for Africa. Operating under Federal Ministry of Foreign Affairs, the mission holds strategic importance as Nigeria's primary engagement point with African Union. Nigeria and Ethiopia are Africa's two most populous countries with significant continental influence. Both countries cooperate on pan-African issues, peacekeeping, and continental integration. Nigeria maintains significant presence in AU Peace and Security Council and various AU specialized agencies headquartered in Addis Ababa. The mission coordinates Nigeria's multilateral diplomacy across African Union institutions.

**Core Mandate:** To represent Nigeria's interests in Ethiopia, coordinate engagement with African Union institutions, promote bilateral relations and advance pan-African objectives.

**Statutory Functions:**
(a) Represent Federal Republic of Nigeria maintaining diplomatic relations with Ethiopia government
(b) Serve as Nigeria's primary liaison with African Union headquarters and institutions
(c) Protect rights and interests of Nigerian citizens in Ethiopia and Djibouti
(d) Provide consular services including passport and visa processing
(e) Coordinate Nigeria's participation in African Union summits, councils and specialized agencies
(f) Promote bilateral political and economic cooperation between Nigeria and Ethiopia
(g) Implement Nigeria's pan-African foreign policy agenda and AU leadership role
(h) Monitor political, economic and security developments in Horn of Africa
(i) Report to Federal Ministry of Foreign Affairs on AU developments and Ethiopia
(j) Represent Nigeria in AU Peace and Security Council and continental peace initiatives
(k) Promote Nigeria's candidacies for AU positions and continental leadership roles
(l) Provide assistance to Nigerian citizens in Ethiopia and Djibouti
(m) Issue emergency travel documents to Nigerians
(n) Facilitate partnerships with UN Economic Commission for Africa based in Addis Ababa
(o) Promote Nigeria's continental leadership on democracy, good governance and development
(p) Liaise with Ethiopian government and Djibouti authorities on bilateral issues
(q) Coordinate with international organizations, diplomatic missions and AU agencies in Addis Ababa
(r) Facilitate high-level visits between Nigerian leadership and AU/Ethiopia
(s) Promote cooperation on counter-terrorism, peacekeeping and regional security in Africa
(t) Advance Nigeria's interests in African Union, IGAD and multilateral African forums"
119009004,384. FOREIGN MISSION: ALGIERS,"Nigeria's Foreign Mission in Algiers, Algeria, is a diplomatic mission representing Federal Republic of Nigeria in Algeria, North Africa's largest country by area. Located in Algiers, Algeria's capital and Mediterranean port city, operating under Federal Ministry of Foreign Affairs. Nigeria-Algeria relations are significant within African context, both being major oil and gas producers and OPEC members. Algeria has supported Nigeria on various international issues and both cooperate on counter-terrorism in Sahel region. Algeria played role mediating Tuareg issues affecting northern Nigeria indirectly. The mission engages Algeria on trans-Saharan security threats including Boko Haram's regional connections. Both countries cooperate in African Union and advocate for African interests globally. Algeria's experience with gas infrastructure development interests Nigeria's gas sector expansion plans.

**Core Mandate:** To represent Nigeria's interests in Algeria, promote bilateral relations focusing on energy cooperation and Sahel security, and advance shared African interests.

**Statutory Functions:**
(a) Represent Federal Republic of Nigeria maintaining diplomatic relations with Algeria government
(b) Promote bilateral political, economic and energy cooperation between Nigeria and Algeria
(c) Protect rights and interests of Nigerian citizens in Algeria
(d) Provide consular services to Nigerians in Algeria
(e) Promote cooperation on oil and gas production coordination within OPEC framework
(f) Facilitate partnerships in gas infrastructure development and technology transfer
(g) Implement Nigeria's foreign policy objectives in North Africa and Maghreb region
(h) Monitor political, security and economic developments in Algeria and Sahel region
(i) Report to Federal Ministry of Foreign Affairs on Algeria and trans-Saharan security issues
(j) Coordinate Nigeria-Algeria cooperation on Sahel security and counter-terrorism
(k) Promote educational and technical cooperation leveraging Algeria's experience
(l) Provide assistance to Nigerian citizens including students in Algerian universities
(m) Issue emergency travel documents to Nigerians
(n) Facilitate exchange of expertise on gas sector development and petrochemicals
(o) Promote Nigeria's positions in African Union where both countries are influential
(p) Liaise with Algerian government on regional security and bilateral issues
(q) Coordinate with diplomatic missions and international organizations in Algiers
(r) Facilitate high-level diplomatic exchanges and state visits
(s) Promote cooperation on combating terrorism, trans-Saharan trafficking and regional stability
(t) Advance shared Nigeria-Algeria interests in AU, Arab League and multilateral forums"
119009123,"385. FOREIGN MISSION: AMMAN, JORDAN","Nigeria's Foreign Mission in Amman, Jordan, is a diplomatic mission representing Federal Republic of Nigeria in Hashemite Kingdom of Jordan. Located in Amman, Jordan's capital and largest city, operating under Federal Ministry of Foreign Affairs. The mission manages Nigeria's relationship with Jordan, moderate Arab state and Middle East stability anchor. Jordan hosts Nigerian students in medical schools and universities known for quality education at reasonable costs. The mission facilitates educational cooperation and protects Nigerian students. Jordan has expertise in water management, solar energy and agricultural technology relevant to Nigeria's development needs. Both countries cooperate in Organization of Islamic Cooperation. Jordan's strategic location bordering Israel, Syria, Iraq and Saudi Arabia makes it important diplomatic observation post for Middle East developments affecting Nigerian interests.

**Core Mandate:** To represent Nigeria's interests in Jordan, promote bilateral relations focusing on education and technical cooperation, protect Nigerian students and advance foreign policy in Middle East.

**Statutory Functions:**
(a) Represent Federal Republic of Nigeria maintaining diplomatic relations with Jordan government
(b) Promote bilateral political, educational and technical cooperation between Nigeria and Jordan
(c) Protect rights and interests of Nigerian citizens particularly students in Jordan
(d) Provide consular services including passport services and student welfare assistance
(e) Promote educational cooperation facilitating Nigerian students' admission to Jordanian universities
(f) Facilitate technical cooperation in water management, renewable energy and agriculture
(g) Implement Nigeria's foreign policy objectives in Middle East region
(h) Monitor political, security and economic developments in Jordan and broader Middle East
(i) Report to Federal Ministry of Foreign Affairs on Middle East developments
(j) Coordinate Nigeria-Jordan cooperation in Organization of Islamic Cooperation
(k) Promote cultural and people-to-people exchanges
(l) Provide assistance to Nigerian students facing academic, financial or legal difficulties
(m) Issue emergency travel documents and handle student welfare cases
(n) Facilitate partnerships in medical education and healthcare training
(o) Promote Nigeria-Jordan trade and investment opportunities
(p) Liaise with Jordanian government ministries and education authorities
(q) Coordinate with diplomatic missions and international organizations in Amman
(r) Facilitate high-level visits and diplomatic exchanges
(s) Monitor regional security developments affecting Nigerian interests including Israeli-Palestinian conflict
(t) Advance Nigeria's interests in Arab League, OIC and Middle East multilateral forums"
119009005,386. FOREIGN MISSION: ANKARA,"Nigeria's Foreign Mission in Ankara, Turkey, is a diplomatic mission representing Federal Republic of Nigeria in Republic of Turkey. Located in Ankara, Turkey's capital and political center, operating under Federal Ministry of Foreign Affairs. Nigeria-Turkey relations have expanded significantly since 2000s with growing Turkish investment in Nigeria's construction, telecommunications and manufacturing sectors. Turkish companies have executed major infrastructure projects in Nigeria. Turkey is emerging education destination for Nigerian students. Both countries cooperate in Organization of Islamic Cooperation and D-8 developing countries grouping. The mission facilitates Nigeria's engagement with Turkey's growing African economic expansion. Turkey provides development assistance and technical cooperation to Nigeria. Bilateral trade has grown though remains below potential given both countries' economic sizes.

**Core Mandate:** To represent Nigeria's interests in Turkey, promote bilateral relations focusing on infrastructure development and trade, protect Nigerian citizens and advance cooperation in Islamic and developing countries forums.

**Statutory Functions:**
(a) Represent Federal Republic of Nigeria maintaining diplomatic relations with Turkey government
(b) Promote bilateral political, economic and infrastructural cooperation between Nigeria and Turkey
(c) Protect rights and interests of Nigerian citizens in Turkey
(d) Provide consular services including passport and visa processing
(e) Promote Turkish investment in Nigerian infrastructure, construction and telecommunications sectors
(f) Facilitate partnerships between Nigerian and Turkish companies in construction and manufacturing
(g) Implement Nigeria's foreign policy objectives toward Turkey and broader Eurasia
(h) Monitor political, economic and regional developments in Turkey
(i) Report to Federal Ministry of Foreign Affairs on Turkey-Africa relations and Nigeria implications
(j) Coordinate Nigeria-Turkey cooperation in Organization of Islamic Cooperation and D-8
(k) Promote educational cooperation and protect Nigerian students in Turkish universities
(l) Provide assistance to Nigerian citizens including businesspeople and students
(m) Issue emergency travel documents to Nigerians
(n) Facilitate Turkish development assistance and technical cooperation to Nigeria
(o) Promote bilateral trade expansion beyond current levels
(p) Liaise with Turkish government ministries and development agencies
(q) Coordinate with diplomatic missions and international organizations in Ankara
(r) Facilitate high-level state visits and business delegations
(s) Promote cooperation on counter-terrorism and security intelligence sharing
(t) Advance Nigeria's interests in OIC, D-8 and multilateral developing countries groupings"
119009006,387. FOREIGN MISSION: ATHENS,"Nigeria's Foreign Mission in Athens, Greece, is a diplomatic mission representing Federal Republic of Nigeria in Hellenic Republic. Located in Athens, Greece's capital and largest city, operating under Federal Ministry of Foreign Affairs. The mission manages Nigeria's relationship with Greece, EU member state and gateway to Balkans. Greece is important for Nigeria's shipping interests as major maritime nation. Nigerian crude oil is transported by Greek-owned tankers. Some Nigerian students study in Greek universities. The mission addresses issues of Nigerian irregular migrants using Greece as transit point to Europe. Greece has experience in tourism development, maritime industry and shipping that Nigeria seeks to leverage. Both countries cooperate in UN and international forums. The mission also monitors developments in Balkans and Eastern Mediterranean affecting broader Nigerian interests in Europe.

**Core Mandate:** To represent Nigeria's interests in Greece, promote bilateral relations focusing on maritime cooperation, address migration issues and advance European engagement.

**Statutory Functions:**
(a) Represent Federal Republic of Nigeria maintaining diplomatic relations with Greece government
(b) Promote bilateral political, maritime and economic cooperation between Nigeria and Greece
(c) Protect rights and interests of Nigerian citizens in Greece
(d) Provide consular services to Nigerians including migrants
(e) Promote cooperation in maritime shipping industry leveraging Greek shipping expertise
(f) Facilitate partnerships in shipping, port management and maritime technology
(g) Implement Nigeria's foreign policy toward Greece and Balkans region
(h) Monitor political, economic and migration developments in Greece
(i) Report to Federal Ministry of Foreign Affairs on Greece and EU matters
(j) Address irregular migration issues and assist stranded Nigerian migrants
(k) Promote educational cooperation with Greek universities
(l) Provide assistance to distressed Nigerian citizens including migrants in detention
(m) Issue emergency travel documents and facilitate voluntary repatriation when needed
(n) Facilitate technical cooperation in tourism development and maritime industry
(o) Promote Nigeria-Greece trade and investment
(p) Liaise with Greek government on migration management and bilateral issues
(q) Coordinate with EU institutions, IOM and international organizations in Athens
(r) Facilitate diplomatic exchanges and business visits
(s) Promote cooperation on combating human trafficking and irregular migration
(t) Advance Nigeria's interests in UN, EU relations and Mediterranean regional forums"
119009007,388. FOREIGN MISSION: ATLANTA,"Nigeria's Consulate General in Atlanta, United States, is a consular mission representing Federal Republic of Nigeria in southeastern United States. Located in Atlanta, Georgia's capital and major business hub, operating under Federal Ministry of Foreign Affairs and Embassy in Washington DC. The mission serves substantial Nigerian diaspora across southeastern states including Georgia, Alabama, Tennessee, North Carolina, South Carolina and Florida. Atlanta hosts large Nigerian community including professionals, academics, and business owners. The region includes historically Black colleges and universities attended by Nigerian students. Atlanta is home to major US corporations (Coca-Cola, Delta Airlines, UPS) with Nigerian operations. The mission provides consular services, promotes Nigeria's image, and facilitates diaspora engagement. It coordinates with Nigerian embassy for policy implementation in southeastern region.

**Core Mandate:** To provide consular services to Nigerians in southeastern US, protect diaspora interests, promote Nigeria-US relations in region and facilitate diaspora engagement.

**Statutory Functions:**
(a) Provide consular services to Nigerian citizens in southeastern United States
(b) Issue and renew Nigerian passports for diaspora in jurisdictional states
(c) Process visa applications for Americans visiting Nigeria
(d) Protect rights and interests of Nigerian diaspora community
(e) Register Nigerian citizens residing in southeastern states
(f) Provide assistance to distressed Nigerian citizens
(g) Issue emergency travel certificates to Nigerians
(h) Facilitate diaspora engagement with Nigerian government initiatives
(i) Promote Nigeria's positive image in American South
(j) Report to Embassy in Washington DC on regional developments
(k) Facilitate remittance flows from diaspora to Nigeria
(l) Promote trade and investment between Nigeria and southeastern US businesses
(m) Support Nigerian students in regional universities and HBCUs
(n) Coordinate with Nigerian community associations and diaspora organizations
(o) Facilitate business partnerships between Nigerian and American companies in region
(p) Liaise with state governments and local authorities in jurisdictional area
(q) Provide notarial services and legal documentation for Nigerians
(r) Coordinate Nigerian cultural events and independence celebrations
(s) Handle death, marriage and birth registration for Nigerian diaspora
(t) Support Nigeria's interests through engagement with regional political, business and academic leaders"
119009009,389. FOREIGN MISSION: BAMAKO,"Nigeria's Foreign Mission in Bamako, Mali, is a diplomatic mission representing Federal Republic of Nigeria in Republic of Mali. Located in Bamako, Mali's capital on Niger River, operating under Federal Ministry of Foreign Affairs. The mission manages Nigeria's relationship with Mali, important Sahel partner facing security challenges from terrorist groups, military coups and political instability. Nigeria has contributed troops to UN peacekeeping mission in Mali (MINUSMA). Both countries are ECOWAS members cooperating on regional security. Mali's instability affects Nigeria through weapons flow, terrorist network connections, and irregular migration. The mission monitors Sahel security dynamics relevant to northern Nigeria's security. Nigerian traders operate in Mali despite security challenges. Both countries share concerns about desertification, trans-Saharan trafficking and regional terrorism.

**Core Mandate:** To represent Nigeria's interests in Mali, promote bilateral relations, monitor Sahel security developments, protect Nigerian citizens and advance regional stability objectives.

**Statutory Functions:**
(a) Represent Federal Republic of Nigeria maintaining diplomatic relations with Mali government
(b) Promote bilateral political and security cooperation between Nigeria and Mali
(c) Protect rights and interests of Nigerian citizens in Mali despite security challenges
(d) Provide consular services to Nigerians in Mali
(e) Coordinate Nigeria's peacekeeping contributions to UN mission in Mali
(f) Monitor Sahel security developments affecting northern Nigeria
(g) Implement Nigeria's foreign policy objectives in Sahel region
(h) Report to Federal Ministry of Foreign Affairs on Mali political and security situation
(i) Support ECOWAS mediation efforts during Mali's political crises
(j) Coordinate Nigeria-Mali cooperation on counter-terrorism in Sahel
(k) Promote trade despite security constraints
(l) Provide assistance to Nigerian citizens including security evacuations when necessary
(m) Issue emergency travel documents during security incidents
(n) Monitor terrorist groups' activities potentially affecting Nigeria
(o) Promote Nigeria's leadership in ECOWAS responses to Mali crises
(p) Liaise with Mali authorities on security cooperation and bilateral issues
(q) Coordinate with MINUSMA, UN agencies and international partners in Bamako
(r) Facilitate diplomatic exchanges when security permits
(s) Promote cooperation on combating terrorism, trafficking and cross-border crime
(t) Advance Nigeria's interests in ECOWAS, G5 Sahel and West African security architecture"
119009010,390. FOREIGN MISSION: BANGKOK,"Nigeria's Foreign Mission in Bangkok, Thailand, is a diplomatic mission representing Federal Republic of Nigeria in Kingdom of Thailand with concurrent accreditation to Cambodia, Laos and Myanmar. Located in Bangkok, Thailand's capital and Southeast Asian business hub, operating under Federal Ministry of Foreign Affairs. The mission manages Nigeria's engagement with dynamic Southeast Asian economies. Thailand is important for Nigeria's diversification of trade and investment partnerships beyond traditional Western and African focus. Nigerian students study in Thai universities particularly in medicine, engineering and agriculture. Some Nigerian traders operate in Bangkok's markets. Thailand has expertise in rice production, food processing and tourism development relevant to Nigeria. The mission facilitates South-South cooperation and Nigeria's Asian economic partnerships. However, mission also handles cases of Nigerian drug trafficking suspects detained in Thailand's strict legal system.

**Core Mandate:** To represent Nigeria's interests in Thailand and mainland Southeast Asia, promote bilateral economic cooperation, protect Nigerian citizens and facilitate Asian partnerships.

**Statutory Functions:**
(a) Represent Federal Republic of Nigeria in Thailand, Cambodia, Laos and Myanmar
(b) Promote bilateral economic, agricultural and technical cooperation with Thailand
(c) Protect rights and interests of Nigerian citizens in Thailand and Southeast Asian countries
(d) Provide consular services including passport services and legal assistance
(e) Promote Thailand-Nigeria trade and investment partnerships
(f) Facilitate agricultural technology transfer particularly in rice production and food processing
(g) Implement Nigeria's Look East policy and Asian economic partnerships
(h) Monitor political and economic developments in Southeast Asia
(i) Report to Federal Ministry of Foreign Affairs on Southeast Asian developments
(j) Promote educational cooperation and protect Nigerian students in Thai universities
(k) Provide assistance to Nigerian citizens including those facing legal issues
(l) Provide consular assistance to Nigerians arrested on drug-related charges
(m) Issue emergency travel documents to Nigerians
(n) Facilitate tourism development cooperation learning from Thailand's tourism success
(o) Promote Nigeria-ASEAN economic engagement
(p) Liaise with Thai government and governments of concurrently accredited countries
(q) Coordinate with ASEAN secretariat and international organizations in Bangkok
(r) Facilitate high-level visits and business delegations
(s) Monitor and report on Nigerian criminal suspects detained in region
(t) Advance Nigeria's interests in South-South cooperation and Asian-African partnerships"
